appliance,mae,rmse,r2,energy_precision,energy_recall,energy_f1,nep
OVERALL_MEAN,41.769418326979185,128.5807671488629,0.11625727411514553,0.17401016497312013,0.18411498081655492,0.17735462277403763,1.8387533105725524
